Method,Permutation,MaximumSeedContrastEigenvalue,FWERThreshold
LV-GGM,374,0.0126640789873273,0.0130526397145708
LV-GGM,375,0.00200491126749911,0.0130526397145708
LV-GGM,376,0.00406271670164708,0.0130526397145708
LV-GGM,377,0.00366367738065999,0.0130526397145708
LV-GGM,378,0.0021151581924785,0.0130526397145708
LV-GGM,379,0.00343636025505215,0.0130526397145708
LV-GGM,380,0.00326286178938829,0.0130526397145708
LV-GGM,381,0.00501889564840055,0.0130526397145708
LV-GGM,382,0.0109144294833716,0.0130526397145708
LV-GGM,383,0.00553713177471012,0.0130526397145708
LV-GGM,384,0.0134651873806994,0.0130526397145708
LV-GGM,385,0.007990011167843,0.0130526397145708
LV-GGM,386,0.0070922088667778,0.0130526397145708
LV-GGM,387,0.00447542991919866,0.0130526397145708
LV-GGM,388,0.00531091566112725,0.0130526397145708
LV-GGM,389,0.0125892081780312,0.0130526397145708
LV-GGM,390,0.00246169821259564,0.0130526397145708
LV-GGM,391,0.00267764845709973,0.0130526397145708
LV-GGM,392,0.0100860954262686,0.0130526397145708
LV-GGM,393,0.00488493543037601,0.0130526397145708
LV-GGM,394,0.00800012312774671,0.0130526397145708
LV-GGM,395,0.00181644633828436,0.0130526397145708
LV-GGM,396,0.00270051691345532,0.0130526397145708
LV-GGM,397,0.0113984656530572,0.0130526397145708
LV-GGM,398,0.00444301217027062,0.0130526397145708
LV-GGM,399,0.00168619950433486,0.0130526397145708
LV-GGM,400,0.00668010867569878,0.0130526397145708
LV-GGM,401,0.00368893478542176,0.0130526397145708
LV-GGM,402,0.00386692981865037,0.0130526397145708
LV-GGM,403,0.00311228237266125,0.0130526397145708
LV-GGM,404,0.00314002355746558,0.0130526397145708
LV-GGM,405,0.00177809664389751,0.0130526397145708
LV-GGM,406,0.00726152067129674,0.0130526397145708
LV-GGM,407,0.00466172459565023,0.0130526397145708
LV-GGM,408,0.00576398506222402,0.0130526397145708
LV-GGM,409,0.0145979372578947,0.0130526397145708
LV-GGM,410,0.00306630171243109,0.0130526397145708
LV-GGM,411,0.00628942683572314,0.0130526397145708
LV-GGM,412,0.00280601213540707,0.0130526397145708
LV-GGM,413,0.00305751727684435,0.0130526397145708
LV-GGM,414,0.011039255186373,0.0130526397145708
LV-GGM,415,0.0046305615974138,0.0130526397145708
LV-GGM,416,0.00285269525576358,0.0130526397145708
LV-GGM,417,0.0126063357084621,0.0130526397145708
LV-GGM,418,0.00749260512513879,0.0130526397145708
LV-GGM,419,0.00455080049993796,0.0130526397145708
LV-GGM,420,0.00806046955829859,0.0130526397145708
LV-GGM,421,0.00374769414107287,0.0130526397145708
LV-GGM,422,0.0115910865321286,0.0130526397145708
